3fga,3fga_diff,3fgm,3fgm_diff,3pt%,3pt%_diff,ast,ast_diff,blk,blk_diff,cnu_score,date,day,def,def_diff,fg%,fg%_diff,fga,fga_diff,fgm,fgm_diff,ft%,ft%_diff,fta,fta_diff,ftm,ftm_diff,home,month,off,off_diff,opp_3fga,opp_3fgm,opp_3pt%,opp_ast,opp_blk,opp_def,opp_fg%,opp_fga,opp_fgm,opp_ft%,opp_fta,opp_ftm,opp_off,opp_pf,opp_ppg avg,opp_pts,opp_rb avg,opp_score,opp_stl,opp_t/o,opp_tot,opponent,overtime,pf,pf_diff,ppg avg,pts,ranked,rb avg,season,stl,stl_diff,t/o,t/o_diff,tot,tot_diff,weekday,win,year
17,-1,7,1,0.412,0.0791,15,0,5,3,108,2010-11-19,19,31,0,0.461,-0.01514,76,-8,35,-5,0.689,-0.01123,45,25,31,17,1,11,17,-1,18,6,0.333,15,2,31,0.476,84,40,0.7,20,14,18,29,100.0,100,49.0,100,6,27,49,LYNCHBURG UNIVERSITY,1,20,-9,108.0,108,0,48.0,2010-2011,10,4,17,-10,48,-1,4,1,2010
12,-8,4,0,0.333,0.133,8,0,2,-2,69,2010-11-20,20,24,-8,0.441,0.04492,59,6,26,5,0.765,0.00537,17,-8,13,-6,1,11,6,-3,20,4,0.2,8,4,32,0.396,53,21,0.76,25,19,9,20,82.5,65,45.0,65,2,22,41,ST. JOHN FISHER,0,22,2,88.5,69,0,39.0,2010-2011,11,9,13,-9,30,-11,5,1,2010
6,-14,3,-2,0.5,0.25,2,-10,0,-4,57,2010-11-23,23,23,-2,0.462,0.01587,39,-26,18,-11,0.6,-0.0669,30,6,18,2,0,11,4,-14,20,5,0.25,12,4,25,0.446,65,29,0.667,24,16,18,22,81.3,79,44.3,79,7,10,43,VIRGINIA WESLEYAN UNIVERSITY,0,17,-5,78.0,57,1,35.0,2010-2011,2,-5,18,8,27,-16,1,0,2010
12,-7,5,-1,0.417,0.1011,10,-5,9,6,87,2010-11-26,26,33,13,0.51,0.0947,51,-14,26,-1,0.667,0.0762,45,23,30,17,1,11,14,4,19,6,0.316,15,3,20,0.415,65,27,0.591,22,13,10,32,79.2,73,40.8,73,8,13,30,BRIDGEWATER,0,22,-10,80.2,87,0,38.0,2010-2011,6,-2,19,6,47,17,4,1,2010
8,-12,5,1,0.625,0.425,10,4,4,0,83,2010-11-27,27,24,7,0.52,0.0891,50,-15,26,-2,0.743,0.01221,35,9,26,7,1,11,13,-5,20,4,0.2,6,4,17,0.431,65,28,0.731,26,19,18,28,79.2,79,39.6,79,11,15,35,WESLEY,0,24,-4,80.8,83,0,37.8,2010-2011,6,-5,19,4,37,2,5,1,2010
17,-9,5,-5,0.294,-0.09106,10,-11,0,-2,67,2010-12-01,1,20,-3,0.463,-0.04492,54,-5,25,-5,0.545,-0.1221,22,-2,12,-4,0,12,11,-4,26,10,0.385,21,2,23,0.508,59,30,0.667,24,16,15,19,80.3,86,39.3,86,11,20,38,ST. MARY'S (MD.),0,18,-1,78.5,67,1,36.7,2010-2011,2,-9,20,0,31,-7,2,0,2010
10,-17,3,-8,0.3,-0.10693,9,-5,3,-3,75,2010-12-13,13,29,2,0.429,0.03906,63,4,27,4,0.667,0.01123,27,-5,18,-3,0,12,14,1,27,11,0.407,14,6,27,0.39,59,23,0.656,32,21,13,19,80.0,78,39.4,78,7,13,40,MARY WASHINGTON,0,20,1,78.0,75,0,37.6,2010-2011,4,-3,16,3,43,3,0,0,2010
13,1,3,2,0.231,0.148,15,-3,2,-1,82,2010-12-17,17,27,-3,0.47,0.062,66,-5,31,2,0.63,-0.09033,27,2,17,-1,0,12,11,-7,12,1,0.083,18,3,30,0.408,71,29,0.72,25,18,18,21,79.6,77,40.5,77,10,19,48,LYNCHBURG UNIVERSITY,1,22,1,78.5,82,0,37.6,2010-2011,14,4,17,-2,38,-10,4,1,2010
18,0,7,-2,0.389,-0.1111,13,-8,2,-1,91,2010-12-19,19,17,-7,0.538,-0.02783,65,12,35,5,0.737,-0.1304,19,-11,14,-12,0,12,10,0,18,9,0.5,21,3,24,0.566,53,30,0.867,30,26,10,13,81.3,95,39.8,95,10,22,34,FROSTBURG STATE UNIVERSITY,0,22,9,79.9,91,0,36.4,2010-2011,15,5,16,-6,27,-7,6,0,2010
11,-2,4,-1,0.364,-0.021,11,1,2,-5,71,2010-12-29,29,27,5,0.393,0.083,56,-2,22,4,0.622,-0.1079,37,0,23,-4,1,12,20,3,13,5,0.385,10,7,22,0.31,58,18,0.73,37,27,17,28,80.0,68,39.7,68,13,15,39,FROSTBURG STATE UNIVERSITY,0,25,-3,79.0,71,0,37.5,2010-2011,7,-6,19,4,47,8,2,1,2010
13,-9,4,0,0.308,0.1261,16,12,3,0,79,2010-12-30,30,33,0,0.431,0.103,58,-9,25,3,0.61,-0.1489,41,12,25,3,1,12,12,-4,22,4,0.182,4,3,33,0.328,67,22,0.759,29,22,16,27,79.1,70,40.5,70,6,7,49,WESLEY,0,21,-6,79.0,79,0,38.2,2010-2011,2,-4,10,3,45,-4,3,1,2010
17,0,1,-4,0.059,-0.235,13,0,6,4,82,2011-01-05,5,28,-2,0.493,0.02588,71,11,35,7,0.611,-0.02539,18,-4,11,-3,1,1,11,4,17,5,0.294,13,2,30,0.467,60,28,0.636,22,14,7,19,78.8,75,40.2,75,2,9,37,SHENANDOAH UNIVERSITY,0,15,-4,79.2,82,0,38.2,2010-2011,5,3,4,-5,39,2,2,1,2011
15,-5,4,-3,0.267,-0.083,10,-5,3,-2,86,2011-01-12,12,32,6,0.466,-0.02686,73,4,34,0,0.778,0.1528,18,-6,14,-1,0,1,16,6,20,7,0.35,15,5,26,0.493,69,34,0.625,24,15,10,17,79.6,90,39.9,90,7,11,36,N.C. WESLEYAN,0,16,-1,79.8,86,0,39.0,2010-2011,6,-1,16,5,48,12,2,0,2011
11,-11,2,-4,0.182,-0.09094,8,-6,5,4,80,2011-01-15,15,31,11,0.442,0.0928,52,-11,23,1,0.842,0.2559,38,9,32,15,1,1,10,-7,22,6,0.273,14,1,20,0.349,63,22,0.586,29,17,17,26,78.7,67,39.7,67,11,17,37,FERRUM,0,19,-7,79.8,80,1,39.1,2010-2011,11,0,15,-2,41,4,5,1,2011
24,9,9,8,0.375,0.308,22,18,4,1,80,2011-01-18,18,37,14,0.433,0.2131,60,10,26,15,0.792,0.0879,24,-3,19,0,1,1,14,7,15,1,0.067,4,3,23,0.22,50,11,0.704,27,19,7,19,76.3,42,39.1,42,10,21,30,AVERETT,0,20,1,79.8,80,0,39.9,2010-2011,9,-1,17,-4,51,21,1,1,2011
18,4,7,5,0.389,0.246,13,-5,3,0,77,2011-01-22,22,26,5,0.518,0.05908,56,-5,29,1,0.667,0.125,18,-6,12,-1,0,1,10,-3,14,2,0.143,18,3,21,0.459,61,28,0.542,24,13,13,18,75.9,71,38.8,71,7,8,34,GREENSBORO COLLEGE,0,18,0,79.6,77,0,39.7,2010-2011,3,-4,14,6,36,2,5,1,2011
16,-5,5,-6,0.313,-0.2109,8,-4,4,0,77,2011-01-23,23,30,2,0.463,0.052,54,-2,25,2,0.595,-0.1128,37,13,22,5,0,1,8,0,21,11,0.524,12,4,28,0.411,56,23,0.708,24,17,8,25,75.8,74,38.6,74,6,16,36,METHODIST,0,19,-6,79.5,77,0,39.6,2010-2011,10,4,10,-6,38,2,6,1,2011
14,0,6,3,0.429,0.215,13,3,3,1,75,2011-01-27,27,38,21,0.464,0.1472,56,-7,26,6,0.773,0.323,22,2,17,8,0,1,15,1,14,3,0.214,10,2,17,0.317,63,20,0.45,20,9,14,18,74.5,52,38.2,52,5,13,31,SHENANDOAH UNIVERSITY,0,18,0,79.2,75,0,40.3,2010-2011,6,1,20,7,53,22,3,1,2011
12,-9,2,-7,0.167,-0.262,8,-10,5,3,49,2011-02-01,1,26,1,0.38,-0.01709,50,-8,19,-4,0.692,0.0249,13,-5,9,-3,1,2,8,-4,21,9,0.429,18,2,25,0.397,58,23,0.667,18,12,12,16,74.1,67,38.1,67,7,11,37,RANDOLPH-MACON,0,18,2,77.6,49,1,40.0,2010-2011,4,-3,17,6,34,-3,1,0,2011
14,-5,2,-1,0.143,-0.015015,12,-1,7,4,68,2011-02-05,5,32,6,0.409,0.01782,66,-3,27,0,0.8,0.07764,15,-3,12,-1,1,2,15,1,19,3,0.158,13,3,26,0.391,69,27,0.722,18,13,14,15,73.9,70,38.2,70,9,15,40,N.C. WESLEYAN,0,20,5,77.2,68,0,40.3,2010-2011,8,-1,19,4,47,7,5,0,2011
17,-8,5,-2,0.294,0.013916,16,3,5,-2,86,2011-02-06,6,35,2,0.413,0.03613,80,3,33,4,0.714,-0.05127,21,4,15,2,1,2,16,1,25,7,0.28,13,7,33,0.377,77,29,0.765,17,13,15,19,74.1,78,38.7,78,5,12,48,ROANOKE,0,18,-1,77.6,86,0,40.9,2010-2011,5,0,10,-2,51,3,6,1,2011
21,6,8,3,0.381,0.0481,15,10,0,-2,77,2011-02-12,12,22,0,0.471,0.10693,51,-4,24,4,0.677,0.1138,31,-1,21,3,0,2,11,-8,15,5,0.333,5,2,22,0.364,55,20,0.563,32,18,19,25,73.6,63,38.8,63,5,17,41,AVERETT,0,26,1,77.5,77,0,40.5,2010-2011,12,7,13,-4,33,-8,5,1,2011
21,10,7,3,0.333,-0.031,18,0,1,-9,83,2011-02-13,13,29,0,0.425,-0.05884,73,11,31,1,0.583,-0.2329,24,-14,14,-17,0,2,18,9,11,4,0.364,18,10,29,0.484,62,30,0.816,38,31,9,22,74.5,95,38.7,95,8,9,38,FERRUM,1,26,4,77.8,83,1,40.8,2010-2011,2,-6,15,6,47,9,6,0,2011
14,0,7,6,0.5,0.429,15,8,10,5,87,2011-02-18,18,35,11,0.421,0.07495,57,-24,24,-4,0.842,0.0918,38,18,32,17,1,2,11,-11,14,1,0.071,7,5,24,0.346,81,28,0.75,20,15,22,25,74.4,72,39.0,72,9,13,46,METHODIST,0,19,-6,78.2,87,0,41.0,2010-2011,4,-5,14,1,46,0,4,1,2011
10,-6,1,-2,0.1,-0.088,6,-1,1,-3,55,2011-02-19,19,25,-2,0.314,-0.115,51,2,16,-5,0.846,0.3462,26,12,22,15,1,2,10,4,16,3,0.188,7,4,27,0.429,49,21,0.5,14,7,6,20,73.5,52,38.8,52,5,17,33,GREENSBORO COLLEGE,0,14,-6,77.2,55,0,40.8,2010-2011,6,1,11,-6,35,2,5,1,2011
15,-11,4,-7,0.267,-0.156,18,3,2,1,84,2011-02-22,22,39,15,0.462,0.114,65,-4,30,6,0.8,0.2168,25,13,20,13,1,2,15,5,26,11,0.423,15,1,24,0.348,69,24,0.583,12,7,10,20,73.2,66,38.6,66,4,12,34,SHENANDOAH UNIVERSITY,0,14,-6,77.5,84,0,41.3,2010-2011,5,1,13,1,54,20,1,1,2011
20,7,7,0,0.35,-0.188,11,-6,2,0,81,2011-02-25,25,25,3,0.46,-0.04785,63,2,29,-2,0.727,-0.02295,22,-2,16,-2,0,2,16,8,13,7,0.538,17,2,22,0.508,61,31,0.75,24,18,8,21,73.7,87,38.3,87,11,12,30,FERRUM,0,18,-3,77.6,81,0,41.3,2010-2011,4,-7,18,6,41,11,4,0,2011
14,-3,8,3,0.571,0.2769,10,-12,2,0,88,2011-11-15,15,30,5,0.459,-0.03394,61,-6,28,-5,0.686,0.04102,35,4,24,4,0,11,14,5,17,5,0.294,22,2,25,0.493,67,33,0.645,31,20,9,30,91.0,91,34.0,90,6,17,34,RANDOLPH-MACON,0,23,-7,88.0,88,0,44.0,2011-2012,11,5,19,2,44,10,1,0,2011
18,-8,3,-6,0.167,-0.179,5,-5,3,1,74,2011-11-18,18,38,11,0.446,0.103,56,-14,25,1,0.583,0.114,36,4,21,6,0,11,13,-2,26,9,0.346,10,2,27,0.343,70,24,0.469,32,15,15,28,81.5,72,38.0,72,9,18,42,MARY WASHINGTON,1,27,-1,81.0,74,0,47.5,2011-2012,6,-3,27,9,51,9,4,1,2011
10,1,2,2,0.2,0.2,6,-1,2,-3,65,2011-11-19,19,26,0,0.389,0.01685,54,11,21,5,0.75,0.2388,28,-19,21,-3,1,11,13,-1,9,0,0.0,7,5,26,0.372,43,16,0.511,47,24,14,22,73.0,56,38.7,56,4,16,40,YORK (N.Y.),0,29,7,75.7,65,0,44.7,2011-2012,2,-2,12,-4,39,-1,5,1,2011
20,-4,7,-2,0.35,-0.0249,18,2,3,-3,82,2011-11-21,21,26,2,0.471,0.0249,70,5,33,4,0.643,-0.06104,14,-13,9,-10,1,11,16,4,24,9,0.375,16,6,24,0.446,65,29,0.704,27,19,12,18,76.2,86,38.0,86,12,16,36,MARY WASHINGTON,0,21,3,77.2,82,0,44.0,2011-2012,6,-6,22,6,42,6,0,0,2011
16,-7,6,1,0.375,0.158,16,6,2,0,89,2011-11-25,25,30,4,0.433,0.072,60,-1,26,4,0.775,0.0698,40,-4,31,0,1,11,14,-1,23,5,0.217,10,2,26,0.361,61,22,0.705,44,31,15,31,77.0,80,38.6,80,6,14,41,WESLEY,0,28,-3,79.6,89,0,44.0,2011-2012,6,0,12,-2,44,3,4,1,2011
15,-1,7,1,0.467,0.09204,18,8,6,0,76,2011-11-27,27,30,0,0.4,0.03784,70,12,28,7,0.684,-0.03613,19,-6,13,-5,1,11,16,5,16,6,0.375,10,6,30,0.362,58,21,0.72,25,18,11,15,75.2,66,39.0,66,5,16,41,WASHINGTON AND LEE UNIVERSITY,0,18,3,79.0,76,0,44.3,2011-2012,10,5,12,-4,46,5,6,1,2011
10,-7,1,-6,0.1,-0.312,8,-7,5,2,77,2011-12-01,1,17,0,0.536,0.04517,56,-1,30,2,0.64,-0.1748,25,-2,16,-6,1,12,14,0,17,7,0.412,15,3,17,0.491,57,28,0.815,27,22,14,22,76.6,85,37.9,85,6,18,31,ST. MARY'S (MD.),0,21,-1,78.7,77,0,42.4,2011-2012,10,4,18,0,31,0,3,0,2011
20,-16,10,-4,0.5,0.1111,18,2,2,-7,94,2011-12-16,16,37,6,0.443,0.114,79,9,35,12,0.778,0.19,18,1,14,4,0,12,13,-3,36,14,0.389,16,9,31,0.329,70,23,0.588,17,10,16,16,75.8,70,39.0,70,4,20,47,PIEDMONT COLLEGE,0,17,1,80.6,94,0,43.4,2011-2012,9,5,9,-11,50,3,4,1,2011
7,-16,3,-4,0.429,0.125,8,-7,4,0,97,2011-12-18,18,24,3,0.493,0.03394,71,10,35,7,0.706,0.1001,34,1,24,4,0,12,22,6,23,7,0.304,15,4,21,0.459,61,28,0.606,33,20,16,22,76.6,83,38.8,83,8,21,37,LAGRANGE COLLEGE,0,27,5,82.4,97,0,43.7,2011-2012,13,5,14,-7,46,9,6,1,2011
22,1,9,5,0.409,0.219,20,8,4,0,95,2011-12-29,29,34,5,0.438,0.074,73,7,32,8,0.733,0.1831,30,10,22,11,1,12,16,3,21,4,0.19,12,4,29,0.364,66,24,0.55,20,11,13,22,75.2,63,39.1,63,4,19,42,PIEDMONT COLLEGE,0,18,-4,83.7,95,0,44.3,2011-2012,10,6,10,-9,50,8,3,1,2011
12,-8,4,0,0.333,0.133,11,4,5,1,64,2011-12-30,30,30,6,0.412,0.1621,51,-1,21,8,0.581,-0.05908,31,6,18,2,1,12,10,-5,20,4,0.2,7,4,24,0.25,52,13,0.64,25,16,15,20,72.5,46,39.1,46,4,19,39,MCDANIEL,0,17,-3,81.9,64,0,43.9,2011-2012,10,6,13,-6,40,1,4,1,2011
24,5,5,0,0.208,-0.05493,12,5,5,-5,80,2012-01-04,4,30,0,0.405,0.052,74,6,30,6,0.714,0.04688,21,-12,15,-7,0,1,19,-2,19,5,0.263,7,10,30,0.353,68,24,0.667,33,22,21,22,72.8,75,40.1,75,7,17,51,METHODIST,0,18,-4,81.8,80,0,44.3,2011-2012,9,2,15,-2,49,-2,2,1,2012
20,8,7,6,0.35,0.267,15,5,1,-2,84,2012-01-07,7,29,4,0.469,0.105,64,9,30,10,0.567,-0.010254,30,4,17,2,0,1,17,6,12,1,0.083,10,3,25,0.364,55,20,0.577,26,15,11,21,71.5,56,39.8,56,9,18,36,N.C. WESLEYAN,0,23,2,81.9,84,0,44.5,2011-2012,9,0,15,-3,46,10,5,1,2012
20,8,3,2,0.15,0.067,10,4,3,2,77,2012-01-11,11,30,3,0.338,-0.0691,68,9,23,-1,0.848,0.148,33,3,28,7,1,1,21,11,12,1,0.083,6,1,27,0.407,59,24,0.7,30,21,10,25,71.4,70,39.6,70,10,14,37,METHODIST,0,24,-1,81.6,77,0,44.9,2011-2012,10,0,16,2,51,14,2,1,2012
17,5,10,7,0.588,0.338,18,11,10,4,107,2012-01-14,14,32,17,0.609,0.2319,64,-13,39,10,0.76,-0.02344,25,2,19,1,1,1,12,-6,12,3,0.25,7,6,15,0.377,77,29,0.783,23,18,18,22,71.9,79,39.1,79,12,15,33,FERRUM,0,17,-5,83.3,107,0,44.9,2011-2012,6,-6,20,5,44,11,5,1,2012
16,-6,6,0,0.375,0.10205,13,5,3,1,77,2012-01-18,18,34,11,0.413,0.000977,63,12,26,5,0.633,0.04492,30,13,19,9,1,1,20,17,22,6,0.273,8,2,23,0.412,51,21,0.588,17,10,3,24,71.0,58,38.3,58,4,14,26,SHENANDOAH UNIVERSITY,0,19,-5,82.9,77,0,45.4,2011-2012,8,4,13,-1,54,28,2,1,2012
14,-12,5,1,0.357,0.2029,12,-2,6,4,91,2012-01-21,21,37,15,0.493,0.147,67,-11,33,6,0.645,-0.0879,31,16,20,9,0,1,18,2,26,4,0.154,14,2,22,0.346,78,27,0.733,15,11,16,22,70.9,69,38.3,69,7,12,38,GREENSBORO COLLEGE,0,17,-5,83.4,91,0,46.0,2011-2012,5,-2,16,4,55,17,5,1,2012
12,-7,3,-4,0.25,-0.1179,8,-4,4,3,81,2012-01-23,23,24,6,0.519,0.10205,52,-8,27,2,0.774,-0.02588,31,21,24,16,1,1,11,-2,19,7,0.368,12,1,18,0.417,60,25,0.8,10,8,13,19,70.6,65,37.9,65,7,20,31,SALISBURY,0,15,-4,83.2,81,0,45.4,2011-2012,16,9,16,-4,35,4,0,1,2012
33,11,12,4,0.364,0.0,21,9,2,-1,91,2012-01-25,25,28,7,0.479,0.1399,73,14,35,15,0.692,-0.165,13,-15,9,-15,0,1,19,6,22,8,0.364,12,3,21,0.339,59,20,0.857,28,24,13,16,70.6,72,37.7,72,5,15,34,AVERETT,0,24,8,83.6,91,0,45.5,2011-2012,9,4,14,-1,47,13,2,1,2012
13,-6,1,-7,0.077,-0.3438,7,-13,7,4,74,2012-01-28,28,29,2,0.443,-0.02783,61,-9,27,-6,0.704,-0.1289,27,9,19,4,1,1,11,2,19,8,0.421,20,3,27,0.471,70,33,0.833,18,15,9,19,71.6,89,37.6,89,9,9,36,VIRGINIA WESLEYAN UNIVERSITY,0,13,-6,83.2,74,1,45.2,2011-2012,5,-4,16,7,40,4,5,0,2012
19,7,5,0,0.263,-0.154,14,-2,11,7,73,2012-01-31,31,24,-5,0.433,0.04517,60,-7,26,0,0.762,0.062,21,1,16,2,1,1,10,-10,12,5,0.417,16,4,29,0.388,67,26,0.7,20,14,20,19,71.5,71,38.1,71,8,16,49,N.C. WESLEYAN,0,16,-3,82.7,73,0,44.7,2011-2012,7,-1,11,-5,34,-15,1,1,2012
13,0,5,0,0.385,0.0,15,1,3,0,85,2012-02-05,5,20,2,0.525,0.03296,61,-2,32,1,0.615,-0.03174,26,9,16,5,0,2,17,4,13,5,0.385,14,3,18,0.492,63,31,0.647,17,11,13,23,71.8,78,37.8,78,5,12,31,FERRUM,0,19,-4,82.8,85,0,44.3,2011-2012,5,0,14,2,37,6,6,1,2012
29,8,17,9,0.586,0.2048,21,5,5,1,106,2012-02-11,11,21,6,0.557,0.09717,61,-2,34,5,0.778,0.187,27,5,21,8,1,2,15,-2,21,8,0.381,16,4,15,0.46,63,29,0.591,22,13,17,20,72.1,79,37.6,79,7,17,32,GREENSBORO COLLEGE,0,18,-2,83.8,106,0,44.0,2011-2012,8,1,14,-3,36,4,5,1,2012
26,11,7,5,0.269,0.136,13,7,3,1,69,2012-02-15,15,29,0,0.373,-0.03784,59,3,22,-1,0.514,-0.08594,35,15,18,6,0,2,16,7,15,2,0.133,6,2,29,0.411,56,23,0.6,20,12,9,24,71.6,60,37.6,60,5,18,38,SHENANDOAH UNIVERSITY,0,18,-6,83.2,69,0,44.0,2011-2012,5,0,15,-3,45,7,2,1,2012
28,5,12,1,0.429,-0.04907,17,-3,7,4,99,2012-02-18,18,26,0,0.492,0.063,65,-12,32,-1,0.697,0.02979,33,6,23,5,1,2,11,-12,23,11,0.478,20,3,26,0.429,77,33,0.667,27,18,23,28,72.6,95,38.0,95,7,15,49,AVERETT,0,23,-5,83.8,99,0,43.7,2011-2012,5,-2,16,1,37,-12,5,1,2012
29,5,17,11,0.586,0.336,20,13,10,7,97,2012-02-24,24,33,10,0.53,0.2107,66,-6,35,12,0.909,0.1401,11,-2,10,0,1,2,9,-9,24,6,0.25,7,3,23,0.319,72,23,0.769,13,10,18,13,72.2,62,38.2,62,5,13,41,METHODIST,0,15,2,84.3,97,0,43.7,2011-2012,7,2,8,-5,42,1,4,1,2012
13,-17,3,-7,0.231,-0.10205,16,2,4,4,82,2012-02-26,26,25,5,0.625,0.169,48,-9,30,4,0.633,-0.2002,30,18,19,9,1,2,4,-3,30,10,0.333,14,0,20,0.456,57,26,0.833,12,10,7,26,72.1,72,37.7,72,12,22,27,GREENSBORO COLLEGE,0,14,-12,84.2,82,0,43.1,2011-2012,5,-7,19,-3,29,2,6,1,2012
13,-16,5,-4,0.385,0.07495,14,7,6,2,84,2012-03-02,2,28,-1,0.492,0.0669,65,-8,32,1,0.682,-0.2378,22,-3,15,-8,1,3,9,-6,29,9,0.31,7,4,29,0.425,73,31,0.92,25,23,15,16,72.9,94,38.0,94,6,13,44,WESTERN CONNECTICUT,0,24,8,84.2,84,0,42.9,2011-2012,6,0,13,0,37,-7,4,0,2012
21,-7,5,1,0.238,0.0951,10,-7,5,0,77,2012-11-15,15,35,3,0.412,0.03906,68,-7,28,0,0.571,0.0708,28,8,16,6,1,11,16,0,28,4,0.143,17,5,32,0.373,75,28,0.5,20,10,16,23,70.0,70,48.0,70,7,11,48,RANDOLPH-MACON,0,15,-8,77.0,77,0,51.0,2012-2013,7,0,15,4,51,3,3,1,2012
